0
0 0.25 1.0376e-33 8.69115e-34 2.26707e-34 6.69449e-35 3.42957e-34 1.61486e-34 2.09124e-34 1.09495e-33 2.09589e-34 3.21015e-34 4.30831e-35 1.8629e-33 1.8508e-34 1.85061e-33 5.33297e-34 6.50711e-35 1.13909e-34 1.42134e-35 1.85208e-35 7.65255e-34 8.71732e-34 1.85576e-33 7.37368e-35 5.69133e-34 9.45424e-35 1.18462e-34 2.47817e-34 2.09743e-34 1.7073e-34 5.72603e-35 9.28072e-35
0.25 0.25 4.92519e-34 2.55246e-35 2.56255e-34 9.78741e-35 1.02841e-34 5.85827e-35 1.17954e-34 2.12851e-34 6.92893e-35 1.01446e-34 1.44363e-34 1.17892e-34 3.61957e-35 7.45214e-35 2.02e-34 1.32585e-35 1.53859e-34 6.78809e-36 2.15158e-35 2.93233e-34 9.63331e-35 4.01263e-36 8.06522e-35 1.71182e-33 2.38241e-34 3.11014e-35 1.30502e-34 1.72236e-34 5.99947e-35 2.70084e-35 1.25685e-35
1.07767e-33 6.80354e-34 3.22748e-35 2.12098e-36 9.03566e-36 6.42184e-35 2.64509e-35 1.17936e-35 4.6289e-36 1.54166e-36 1.35542e-35 5.55415e-36 3.79766e-36 1.26368e-35 5.50205e-36 3.17618e-35 1.36089e-35 3.74812e-36 1.06443e-35 3.30861e-35 1.55006e-35 3.29362e-36 3.57366e-36 3.56221e-36 2.8847e-36 9.64663e-36 1.17234e-35 1.92234e-35 6.64887e-36 6.91349e-37 1.00839e-36 2.05834e-35 7.4687e-36
1.42171e-33 9.42535e-35 8.68123e-36 3.49357e-35 2.41784e-35 1.03003e-34 1.94931e-35 2.00824e-35 5.78835e-37 3.04014e-37 9.2668e-36 1.71043e-35 1.92139e-35 4.12028e-36 2.57023e-36 1.61475e-35 6.55903e-36 4.44216e-35 1.18549e-35 3.2094e-36 8.77755e-36 8.16621e-36 6.28202e-37 8.88462e-37 9.03257e-36 1.34806e-35 1.04891e-35 2.39269e-36 1.45802e-35 8.02256e-36 1.05715e-35 1.89657e-35 1.84124e-35
3.49372e-34 1.25474e-34 1.55259e-35 3.73903e-35 2.59925e-34 4.04206e-34 4.29709e-35 5.69369e-35 1.35937e-35 2.21854e-35 6.48066e-36 3.15031e-35 2.81795e-37 2.8172e-35 5.17975e-37 2.00587e-35 6.23868e-36 6.50697e-40 3.87575e-36 1.44407e-35 1.26396e-36 9.13782e-36 4.51538e-36 4.51965e-36 1.37907e-36 4.445e-36 1.68977e-36 1.94181e-35 1.27388e-35 8.53021e-36 1.51958e-35 4.95067e-36 4.25453e-36
2.41906e-34 3.75293e-35 4.80723e-35 8.15465e-35 4.0485e-34 1.85243e-33 6.19619e-34 6.59359e-36 5.48021e-35 8.65112e-35 2.32493e-35 5.46105e-35 1.90304e-35 1.24571e-35 9.37825e-36 4.13936e-35 7.50578e-35 2.36419e-35 7.14021e-36 2.16872e-35 2.20865e-35 6.38748e-35 1.0859e-36 1.22507e-36 6.96307e-36 7.31204e-36 4.74145e-36 1.09739e-35 4.11749e-35 3.71204e-35 1.72322e-35 1.27393e-35 1.14449e-35
4.20101e-34 3.27266e-34 1.79764e-35 1.02356e-35 3.18893e-35 6.16657e-34 1.91987e-33 6.57052e-34 4.85624e-35 2.74486e-36 3.29688e-35 1.95833e-35 5.15432e-37 6.66194e-36 3.47232e-36 1.4797e-36 5.99261e-36 1.90048e-35 2.75269e-35 6.61689e-36 1.36344e-35 7.11064e-36 2.17476e-35 1.27699e-35 2.64017e-36 7.09916e-36 1.40781e-35 1.13265e-36 7.79745e-36 1.94342e-35 2.03044e-35 2.59895e-35 7.4242e-38
1.02559e-34 3.80964e-35 3.25691e-35 2.57724e-35 4.42275e-35 1.44621e-35 6.83227e-34 9.36805e-34 3.31406e-34 5.85408e-35 9.91976e-36 1.20649e-34 4.78939e-35 8.83728e-35 2.39647e-35 1.86663e-35 9.33449e-37 4.56767e-35 2.02317e-35 6.89117e-35 3.49003e-36 2.80639e-36 6.75263e-36 5.18712e-35 1.75707e-36 9.41614e-36 5.34121e-36 1.62167e-36 8.32033e-37 1.50693e-35 1.65848e-35 9.04264e-35 3.74703e-35
1.47087e-34 3.46676e-34 2.92829e-36 6.30342e-36 2.35737e-35 7.2386e-35 9.86837e-35 3.62609e-34 3.57565e-34 2.38145e-35 4.24811e-36 4.86866e-35 1.25779e-35 4.85641e-36 1.39548e-36 2.30078e-35 9.03734e-37 2.79062e-35 1.18267e-35 1.8048e-35 1.18035e-35 1.97368e-36 4.60565e-36 1.10719e-35 3.42797e-35 6.26999e-36 1.3593e-35 6.07601e-36 9.78233e-36 6.2017e-36 3.10231e-35 2.98499e-35 3.12086e-35
7.76798e-34 1.60291e-34 8.35349e-36 6.97313e-36 2.57619e-35 7.03236e-35 8.71086e-38 1.2477e-34 2.84854e-35 1.82553e-34 6.49465e-36 6.7024e-36 3.68073e-36 7.74729e-36 1.19512e-36 1.36245e-35 6.12942e-37 8.2781e-36 6.69218e-37 2.65699e-36 1.08551e-36 2.85748e-37 1.91722e-37 3.61304e-35 5.75706e-36 3.8888e-35 2.6401e-35 8.7631e-36 4.70369e-36 6.7931e-35 1.1763e-36 1.20646e-36 1.79919e-37
8.49731e-35 1.86211e-34 3.89343e-36 4.93358e-36 2.58174e-36 4.9706e-35 3.81223e-35 9.45573e-36 1.08656e-35 1.37823e-35 1.05879e-34 2.1679e-34 1.52218e-35 7.31959e-35 4.40687e-36 1.52234e-34 9.73049e-36 8.61882e-36 1.47238e-36 7.9352e-36 2.09498e-36 7.77802e-37 6.26932e-38 1.9214e-35 2.82567e-36 3.59559e-37 4.03812e-35 2.3378e-35 8.84586e-37 1.33656e-35 4.19406e-36 3.21693e-35 3.64982e-36
4.90727e-34 7.71878e-35 1.87806e-36 1.72608e-35 1.82057e-35 7.62314e-35 2.03776e-35 7.7819e-35 7.56624e-35 3.55677e-36 1.67476e-34 2.76625e-34 1.49273e-34 5.12103e-36 9.8091e-36 2.39823e-35 2.85833e-37 3.65346e-37 5.40999e-35 2.25428e-35 4.08683e-35 1.29638e-36 8.10419e-36 8.64116e-37 2.98329e-37 9.13205e-36 5.56562e-35 7.86948e-35 8.23069e-35 1.27971e-35 1.01933e-35 4.25992e-35 5.67836e-36
